0	17	12	Unlike traditional applications, you can apply directly on the iPhone and, once approved, the card is stored digitally on the Wallet app where you can view your statements, balance, and payment due dates.	You can also browse through magazines you subscribe to, and new issues are automatically downloaded for offline reading when they are released.
0	2	22	Today brings Apple subscriptions across news, television, and video games just a week after Google unveiled the Google Stadia at the Game Developers Conference.	Details on what you’ve purchased are also stored locally to, again, prevent potential ad targeting.
1	8	9	The $9.99 monthly subscription is available today in the US and Canada, and the price covers family sharing.	The first month is free.
0	6	10	Here’s a recap of the biggest announcements from today’s event.	Apple News Plus displays magazines with a new “Live Cover” presentation, lightly animating the covers for an interactive look and feel.
0	40	43	Unfortunately, Apple didn’t announce a lot of details other than the name and that it will be available in the fall with online and offline viewing.	Famous people forced everyone to participate in a light ASMR.
0	43	24	Famous people forced everyone to participate in a light ASMR.	The card should be accepted wherever Mastercard is.
0	23	5	The Apple Card, backed by Goldman Sachs and Mastercard, also offers a 2 percent cash back reward (3 percent for Apple purchases) that is paid daily into your Apple Pay account that you can use toward paying your credit card balance, in-app purchases, or transferring to friends.	Interestingly enough, many of the products announced today did not receive a live onstage demo, and most will be available much later this year.
0	33	14	The new Apple TV update will now include a focus on channels like HBO, PBS, CBS, Acorn TV, and Tastemade without punting users to a third-party app.	Other digital and traditional news partners are part of the service as well, including The Wall Street Journal and Los Angeles Times.
0	43	31	Famous people forced everyone to participate in a light ASMR.	The company did not disclose the subscription fee, but it says that it will include access to more than 100 games that are exclusive to iOS.
0	17	44	Unlike traditional applications, you can apply directly on the iPhone and, once approved, the card is stored digitally on the Wallet app where you can view your statements, balance, and payment due dates.	Sara Bareilles showed up and sang.
0	10	39	Apple News Plus displays magazines with a new “Live Cover” presentation, lightly animating the covers for an interactive look and feel.	In addition to the new Channels service for the Apple TV, there’s now also a Plus package for original programming.
0	23	36	The Apple Card, backed by Goldman Sachs and Mastercard, also offers a 2 percent cash back reward (3 percent for Apple purchases) that is paid daily into your Apple Pay account that you can use toward paying your credit card balance, in-app purchases, or transferring to friends.	The Apple TV app will receive an update for Channels this May.
0	42	17	Famous people laughed.	Unlike traditional applications, you can apply directly on the iPhone and, once approved, the card is stored digitally on the Wallet app where you can view your statements, balance, and payment due dates.
0	38	35	Support will expand to more than 100 countries, but the company did not specify a regional launch timeline.	However, pricing was not shared during the keynote.
0	30	48	Unlike cloud gaming services announced by Google last week at GDC, Apple’s version is more like a subscription to games that are available through the App Store instead of traditional titles that you can play on sets like the PlayStation, Xbox, or Nintendo Switch (unless, of course, the game is also offered on iOS).	I guess we’ll see more trailers in the fall.
0	31	26	The company did not disclose the subscription fee, but it says that it will include access to more than 100 games that are exclusive to iOS.	According to Apple, there are no late fees or increased interest rates for late payments, but we’ll read the fine details to see if there are limits.
0	7	14	Apple is adding magazines to the Apple News lineup with Apple News Plus.	Other digital and traditional news partners are part of the service as well, including The Wall Street Journal and Los Angeles Times.
0	9	35	The first month is free.	However, pricing was not shared during the keynote.
0	19	11	The card also generates new security codes each time you make a purchase.	Underneath the cover, highlighted stories are listed with blurbs, and the service recommends stories you might like even if they’re from magazines that you don’t typically read.
0	34	43	Called Apple TV Channels, subscribers can choose which channels they’d like to subscribe to and pay per channel instead of a traditional, large package from cable companies.	Famous people forced everyone to participate in a light ASMR.
0	43	5	Famous people forced everyone to participate in a light ASMR.	Interestingly enough, many of the products announced today did not receive a live onstage demo, and most will be available much later this year.
0	39	21	In addition to the new Channels service for the Apple TV, there’s now also a Plus package for original programming.	(You can generate one, though, if you plan to buy something from a site that does not yet support Apple Card but takes 16-digit credit card information.)
0	8	48	The $9.99 monthly subscription is available today in the US and Canada, and the price covers family sharing.	I guess we’ll see more trailers in the fall.
0	38	12	Support will expand to more than 100 countries, but the company did not specify a regional launch timeline.	You can also browse through magazines you subscribe to, and new issues are automatically downloaded for offline reading when they are released.
0	22	9	Details on what you’ve purchased are also stored locally to, again, prevent potential ad targeting.	The first month is free.
0	42	29	Famous people laughed.	The iPhone was never high on the list of what you’d consider a traditional gaming device, but it’s hoping to change that with the new Apple Arcade gaming subscription service.
0	23	26	The Apple Card, backed by Goldman Sachs and Mastercard, also offers a 2 percent cash back reward (3 percent for Apple purchases) that is paid daily into your Apple Pay account that you can use toward paying your credit card balance, in-app purchases, or transferring to friends.	According to Apple, there are no late fees or increased interest rates for late payments, but we’ll read the fine details to see if there are limits.
0	5	17	Interestingly enough, many of the products announced today did not receive a live onstage demo, and most will be available much later this year.	Unlike traditional applications, you can apply directly on the iPhone and, once approved, the card is stored digitally on the Wallet app where you can view your statements, balance, and payment due dates.
0	41	17	It spent the rest of the time introducing a gaggle of directors, actors, and actresses to help unveil Apple TV Plus, including Oprah Winfrey, Reese Witherspoon, Steven Spielberg, Jason Momoa, Steve Carell, Alfre Woodard, Sesame Street’s Big Bird, and Kumail Nanjiani.	Unlike traditional applications, you can apply directly on the iPhone and, once approved, the card is stored digitally on the Wallet app where you can view your statements, balance, and payment due dates.
0	42	14	Famous people laughed.	Other digital and traditional news partners are part of the service as well, including The Wall Street Journal and Los Angeles Times.
1	4	5	All of the above services highlight privacy as Apple’s key differentiator, with each product noting that there will no ads, and your consumption behavior will never be shared with marketers.	Interestingly enough, many of the products announced today did not receive a live onstage demo, and most will be available much later this year.
0	13	5	At launch, subscribers can access up to 300 magazines.	Interestingly enough, many of the products announced today did not receive a live onstage demo, and most will be available much later this year.
0	8	25	The $9.99 monthly subscription is available today in the US and Canada, and the price covers family sharing.	Apple will also offer a physical titanium card for real-life uses or when you’re traveling, but rewards for those purchases are 1 percent cash back.
0	43	10	Famous people forced everyone to participate in a light ASMR.	Apple News Plus displays magazines with a new “Live Cover” presentation, lightly animating the covers for an interactive look and feel.
0	37	24	The app will also come to the Mac in the fall, and it will be available through smart televisions, Roku, and Amazon Fire TV starting this spring.	The card should be accepted wherever Mastercard is.
0	47	33	Oprah will have two documentaries highlighting workplace harassment and mental health.	The new Apple TV update will now include a focus on channels like HBO, PBS, CBS, Acorn TV, and Tastemade without punting users to a third-party app.
0	38	19	Support will expand to more than 100 countries, but the company did not specify a regional launch timeline.	The card also generates new security codes each time you make a purchase.
0	43	2	Famous people forced everyone to participate in a light ASMR.	Today brings Apple subscriptions across news, television, and video games just a week after Google unveiled the Google Stadia at the Game Developers Conference.
0	32	7	You can also play games across Apple devices, including the iPhone, iPad, Apple TV, and a Mac computer, and games will be available for offline play.	Apple is adding magazines to the Apple News lineup with Apple News Plus.
0	48	31	I guess we’ll see more trailers in the fall.	The company did not disclose the subscription fee, but it says that it will include access to more than 100 games that are exclusive to iOS.
0	5	32	Interestingly enough, many of the products announced today did not receive a live onstage demo, and most will be available much later this year.	You can also play games across Apple devices, including the iPhone, iPad, Apple TV, and a Mac computer, and games will be available for offline play.
0	21	15	(You can generate one, though, if you plan to buy something from a site that does not yet support Apple Card but takes 16-digit credit card information.)	Apple touts privacy in its app, noting that advertisers can’t track what you’re reading so you won’t receive targeted ads based on stories you click on.
0	1	47	After a week of nearly daily hardware updates leading up to today, Apple finally unveiled its software news with an onslaught of new subscription services.	Oprah will have two documentaries highlighting workplace harassment and mental health.
0	36	9	The Apple TV app will receive an update for Channels this May.	The first month is free.
0	31	41	The company did not disclose the subscription fee, but it says that it will include access to more than 100 games that are exclusive to iOS.	It spent the rest of the time introducing a gaggle of directors, actors, and actresses to help unveil Apple TV Plus, including Oprah Winfrey, Reese Witherspoon, Steven Spielberg, Jason Momoa, Steve Carell, Alfre Woodard, Sesame Street’s Big Bird, and Kumail Nanjiani.
0	42	33	Famous people laughed.	The new Apple TV update will now include a focus on channels like HBO, PBS, CBS, Acorn TV, and Tastemade without punting users to a third-party app.
0	43	41	Famous people forced everyone to participate in a light ASMR.	It spent the rest of the time introducing a gaggle of directors, actors, and actresses to help unveil Apple TV Plus, including Oprah Winfrey, Reese Witherspoon, Steven Spielberg, Jason Momoa, Steve Carell, Alfre Woodard, Sesame Street’s Big Bird, and Kumail Nanjiani.
0	7	2	Apple is adding magazines to the Apple News lineup with Apple News Plus.	Today brings Apple subscriptions across news, television, and video games just a week after Google unveiled the Google Stadia at the Game Developers Conference.
0	6	1	Here’s a recap of the biggest announcements from today’s event.	After a week of nearly daily hardware updates leading up to today, Apple finally unveiled its software news with an onslaught of new subscription services.
0	14	4	Other digital and traditional news partners are part of the service as well, including The Wall Street Journal and Los Angeles Times.	All of the above services highlight privacy as Apple’s key differentiator, with each product noting that there will no ads, and your consumption behavior will never be shared with marketers.
0	33	37	The new Apple TV update will now include a focus on channels like HBO, PBS, CBS, Acorn TV, and Tastemade without punting users to a third-party app.	The app will also come to the Mac in the fall, and it will be available through smart televisions, Roku, and Amazon Fire TV starting this spring.
0	40	38	Unfortunately, Apple didn’t announce a lot of details other than the name and that it will be available in the fall with online and offline viewing.	Support will expand to more than 100 countries, but the company did not specify a regional launch timeline.
0	18	8	The app also tags locations and retailers to help you browse through transactions and remember where you may have made that purchase.	The $9.99 monthly subscription is available today in the US and Canada, and the price covers family sharing.
0	40	13	Unfortunately, Apple didn’t announce a lot of details other than the name and that it will be available in the fall with online and offline viewing.	At launch, subscribers can access up to 300 magazines.
0	16	36	Apple is following Amazon’s footsteps into the credit card scene with the new Apple Card.	The Apple TV app will receive an update for Channels this May.
0	29	14	The iPhone was never high on the list of what you’d consider a traditional gaming device, but it’s hoping to change that with the new Apple Arcade gaming subscription service.	Other digital and traditional news partners are part of the service as well, including The Wall Street Journal and Los Angeles Times.
0	27	15	The app will offer a wheel that shows you how much interest you will end up paying based on the minimum payments you make to help you make your decisions.	Apple touts privacy in its app, noting that advertisers can’t track what you’re reading so you won’t receive targeted ads based on stories you click on.
0	38	43	Support will expand to more than 100 countries, but the company did not specify a regional launch timeline.	Famous people forced everyone to participate in a light ASMR.
0	47	34	Oprah will have two documentaries highlighting workplace harassment and mental health.	Called Apple TV Channels, subscribers can choose which channels they’d like to subscribe to and pay per channel instead of a traditional, large package from cable companies.
0	34	2	Called Apple TV Channels, subscribers can choose which channels they’d like to subscribe to and pay per channel instead of a traditional, large package from cable companies.	Today brings Apple subscriptions across news, television, and video games just a week after Google unveiled the Google Stadia at the Game Developers Conference.
0	27	37	The app will offer a wheel that shows you how much interest you will end up paying based on the minimum payments you make to help you make your decisions.	The app will also come to the Mac in the fall, and it will be available through smart televisions, Roku, and Amazon Fire TV starting this spring.
0	21	8	(You can generate one, though, if you plan to buy something from a site that does not yet support Apple Card but takes 16-digit credit card information.)	The $9.99 monthly subscription is available today in the US and Canada, and the price covers family sharing.
0	32	47	You can also play games across Apple devices, including the iPhone, iPad, Apple TV, and a Mac computer, and games will be available for offline play.	Oprah will have two documentaries highlighting workplace harassment and mental health.
0	40	33	Unfortunately, Apple didn’t announce a lot of details other than the name and that it will be available in the fall with online and offline viewing.	The new Apple TV update will now include a focus on channels like HBO, PBS, CBS, Acorn TV, and Tastemade without punting users to a third-party app.
0	7	47	Apple is adding magazines to the Apple News lineup with Apple News Plus.	Oprah will have two documentaries highlighting workplace harassment and mental health.
0	3	47	Today’s keynote also brought a new business venture for Apple with a new credit card service.	Oprah will have two documentaries highlighting workplace harassment and mental health.
0	17	11	Unlike traditional applications, you can apply directly on the iPhone and, once approved, the card is stored digitally on the Wallet app where you can view your statements, balance, and payment due dates.	Underneath the cover, highlighted stories are listed with blurbs, and the service recommends stories you might like even if they’re from magazines that you don’t typically read.
0	33	17	The new Apple TV update will now include a focus on channels like HBO, PBS, CBS, Acorn TV, and Tastemade without punting users to a third-party app.	Unlike traditional applications, you can apply directly on the iPhone and, once approved, the card is stored digitally on the Wallet app where you can view your statements, balance, and payment due dates.
0	33	46	The new Apple TV update will now include a focus on channels like HBO, PBS, CBS, Acorn TV, and Tastemade without punting users to a third-party app.	There will be original programming that includes documentaries about immigrant life in America, science fiction about a world where inhabitants are blind, and children’s programming featuring Sesame Street characters.
0	15	44	Apple touts privacy in its app, noting that advertisers can’t track what you’re reading so you won’t receive targeted ads based on stories you click on.	Sara Bareilles showed up and sang.
0	25	28	Apple will also offer a physical titanium card for real-life uses or when you’re traveling, but rewards for those purchases are 1 percent cash back.	The Apple Card will be available this summer.
0	12	38	You can also browse through magazines you subscribe to, and new issues are automatically downloaded for offline reading when they are released.	Support will expand to more than 100 countries, but the company did not specify a regional launch timeline.
0	42	13	Famous people laughed.	At launch, subscribers can access up to 300 magazines.
0	5	43	Interestingly enough, many of the products announced today did not receive a live onstage demo, and most will be available much later this year.	Famous people forced everyone to participate in a light ASMR.
0	8	45	The $9.99 monthly subscription is available today in the US and Canada, and the price covers family sharing.	Ultimately, we didn’t get any trailers for any of the individual shows these celebrities came to tout.
0	30	6	Unlike cloud gaming services announced by Google last week at GDC, Apple’s version is more like a subscription to games that are available through the App Store instead of traditional titles that you can play on sets like the PlayStation, Xbox, or Nintendo Switch (unless, of course, the game is also offered on iOS).	Here’s a recap of the biggest announcements from today’s event.
0	1	9	After a week of nearly daily hardware updates leading up to today, Apple finally unveiled its software news with an onslaught of new subscription services.	The first month is free.
0	19	45	The card also generates new security codes each time you make a purchase.	Ultimately, we didn’t get any trailers for any of the individual shows these celebrities came to tout.
0	44	23	Sara Bareilles showed up and sang.	The Apple Card, backed by Goldman Sachs and Mastercard, also offers a 2 percent cash back reward (3 percent for Apple purchases) that is paid daily into your Apple Pay account that you can use toward paying your credit card balance, in-app purchases, or transferring to friends.
0	32	6	You can also play games across Apple devices, including the iPhone, iPad, Apple TV, and a Mac computer, and games will be available for offline play.	Here’s a recap of the biggest announcements from today’s event.
0	45	35	Ultimately, we didn’t get any trailers for any of the individual shows these celebrities came to tout.	However, pricing was not shared during the keynote.
0	41	33	It spent the rest of the time introducing a gaggle of directors, actors, and actresses to help unveil Apple TV Plus, including Oprah Winfrey, Reese Witherspoon, Steven Spielberg, Jason Momoa, Steve Carell, Alfre Woodard, Sesame Street’s Big Bird, and Kumail Nanjiani.	The new Apple TV update will now include a focus on channels like HBO, PBS, CBS, Acorn TV, and Tastemade without punting users to a third-party app.
0	19	41	The card also generates new security codes each time you make a purchase.	It spent the rest of the time introducing a gaggle of directors, actors, and actresses to help unveil Apple TV Plus, including Oprah Winfrey, Reese Witherspoon, Steven Spielberg, Jason Momoa, Steve Carell, Alfre Woodard, Sesame Street’s Big Bird, and Kumail Nanjiani.
0	25	1	Apple will also offer a physical titanium card for real-life uses or when you’re traveling, but rewards for those purchases are 1 percent cash back.	After a week of nearly daily hardware updates leading up to today, Apple finally unveiled its software news with an onslaught of new subscription services.
0	41	47	It spent the rest of the time introducing a gaggle of directors, actors, and actresses to help unveil Apple TV Plus, including Oprah Winfrey, Reese Witherspoon, Steven Spielberg, Jason Momoa, Steve Carell, Alfre Woodard, Sesame Street’s Big Bird, and Kumail Nanjiani.	Oprah will have two documentaries highlighting workplace harassment and mental health.
0	12	26	You can also browse through magazines you subscribe to, and new issues are automatically downloaded for offline reading when they are released.	According to Apple, there are no late fees or increased interest rates for late payments, but we’ll read the fine details to see if there are limits.
0	30	47	Unlike cloud gaming services announced by Google last week at GDC, Apple’s version is more like a subscription to games that are available through the App Store instead of traditional titles that you can play on sets like the PlayStation, Xbox, or Nintendo Switch (unless, of course, the game is also offered on iOS).	Oprah will have two documentaries highlighting workplace harassment and mental health.
0	32	35	You can also play games across Apple devices, including the iPhone, iPad, Apple TV, and a Mac computer, and games will be available for offline play.	However, pricing was not shared during the keynote.
0	16	45	Apple is following Amazon’s footsteps into the credit card scene with the new Apple Card.	Ultimately, we didn’t get any trailers for any of the individual shows these celebrities came to tout.
0	13	40	At launch, subscribers can access up to 300 magazines.	Unfortunately, Apple didn’t announce a lot of details other than the name and that it will be available in the fall with online and offline viewing.
0	24	42	The card should be accepted wherever Mastercard is.	Famous people laughed.
0	20	2	It doesn’t even have a credit card number, CVV, signature, or expiration date.	Today brings Apple subscriptions across news, television, and video games just a week after Google unveiled the Google Stadia at the Game Developers Conference.
0	19	7	The card also generates new security codes each time you make a purchase.	Apple is adding magazines to the Apple News lineup with Apple News Plus.
0	18	35	The app also tags locations and retailers to help you browse through transactions and remember where you may have made that purchase.	However, pricing was not shared during the keynote.
0	21	16	(You can generate one, though, if you plan to buy something from a site that does not yet support Apple Card but takes 16-digit credit card information.)	Apple is following Amazon’s footsteps into the credit card scene with the new Apple Card.
0	47	26	Oprah will have two documentaries highlighting workplace harassment and mental health.	According to Apple, there are no late fees or increased interest rates for late payments, but we’ll read the fine details to see if there are limits.
0	4	22	All of the above services highlight privacy as Apple’s key differentiator, with each product noting that there will no ads, and your consumption behavior will never be shared with marketers.	Details on what you’ve purchased are also stored locally to, again, prevent potential ad targeting.
0	29	17	The iPhone was never high on the list of what you’d consider a traditional gaming device, but it’s hoping to change that with the new Apple Arcade gaming subscription service.	Unlike traditional applications, you can apply directly on the iPhone and, once approved, the card is stored digitally on the Wallet app where you can view your statements, balance, and payment due dates.
0	22	38	Details on what you’ve purchased are also stored locally to, again, prevent potential ad targeting.	Support will expand to more than 100 countries, but the company did not specify a regional launch timeline.
0	42	15	Famous people laughed.	Apple touts privacy in its app, noting that advertisers can’t track what you’re reading so you won’t receive targeted ads based on stories you click on.
0	13	41	At launch, subscribers can access up to 300 magazines.	It spent the rest of the time introducing a gaggle of directors, actors, and actresses to help unveil Apple TV Plus, including Oprah Winfrey, Reese Witherspoon, Steven Spielberg, Jason Momoa, Steve Carell, Alfre Woodard, Sesame Street’s Big Bird, and Kumail Nanjiani.
0	2	31	Today brings Apple subscriptions across news, television, and video games just a week after Google unveiled the Google Stadia at the Game Developers Conference.	The company did not disclose the subscription fee, but it says that it will include access to more than 100 games that are exclusive to iOS.
0	45	37	Ultimately, we didn’t get any trailers for any of the individual shows these celebrities came to tout.	The app will also come to the Mac in the fall, and it will be available through smart televisions, Roku, and Amazon Fire TV starting this spring.
0	31	7	The company did not disclose the subscription fee, but it says that it will include access to more than 100 games that are exclusive to iOS.	Apple is adding magazines to the Apple News lineup with Apple News Plus.
0	23	39	The Apple Card, backed by Goldman Sachs and Mastercard, also offers a 2 percent cash back reward (3 percent for Apple purchases) that is paid daily into your Apple Pay account that you can use toward paying your credit card balance, in-app purchases, or transferring to friends.	In addition to the new Channels service for the Apple TV, there’s now also a Plus package for original programming.
0	37	42	The app will also come to the Mac in the fall, and it will be available through smart televisions, Roku, and Amazon Fire TV starting this spring.	Famous people laughed.
0	29	43	The iPhone was never high on the list of what you’d consider a traditional gaming device, but it’s hoping to change that with the new Apple Arcade gaming subscription service.	Famous people forced everyone to participate in a light ASMR.
0	15	26	Apple touts privacy in its app, noting that advertisers can’t track what you’re reading so you won’t receive targeted ads based on stories you click on.	According to Apple, there are no late fees or increased interest rates for late payments, but we’ll read the fine details to see if there are limits.
0	47	21	Oprah will have two documentaries highlighting workplace harassment and mental health.	(You can generate one, though, if you plan to buy something from a site that does not yet support Apple Card but takes 16-digit credit card information.)
0	26	30	According to Apple, there are no late fees or increased interest rates for late payments, but we’ll read the fine details to see if there are limits.	Unlike cloud gaming services announced by Google last week at GDC, Apple’s version is more like a subscription to games that are available through the App Store instead of traditional titles that you can play on sets like the PlayStation, Xbox, or Nintendo Switch (unless, of course, the game is also offered on iOS).
0	39	46	In addition to the new Channels service for the Apple TV, there’s now also a Plus package for original programming.	There will be original programming that includes documentaries about immigrant life in America, science fiction about a world where inhabitants are blind, and children’s programming featuring Sesame Street characters.
0	10	41	Apple News Plus displays magazines with a new “Live Cover” presentation, lightly animating the covers for an interactive look and feel.	It spent the rest of the time introducing a gaggle of directors, actors, and actresses to help unveil Apple TV Plus, including Oprah Winfrey, Reese Witherspoon, Steven Spielberg, Jason Momoa, Steve Carell, Alfre Woodard, Sesame Street’s Big Bird, and Kumail Nanjiani.
0	46	27	There will be original programming that includes documentaries about immigrant life in America, science fiction about a world where inhabitants are blind, and children’s programming featuring Sesame Street characters.	The app will offer a wheel that shows you how much interest you will end up paying based on the minimum payments you make to help you make your decisions.
0	43	22	Famous people forced everyone to participate in a light ASMR.	Details on what you’ve purchased are also stored locally to, again, prevent potential ad targeting.
0	13	37	At launch, subscribers can access up to 300 magazines.	The app will also come to the Mac in the fall, and it will be available through smart televisions, Roku, and Amazon Fire TV starting this spring.
0	15	9	Apple touts privacy in its app, noting that advertisers can’t track what you’re reading so you won’t receive targeted ads based on stories you click on.	The first month is free.
0	31	43	The company did not disclose the subscription fee, but it says that it will include access to more than 100 games that are exclusive to iOS.	Famous people forced everyone to participate in a light ASMR.
0	22	32	Details on what you’ve purchased are also stored locally to, again, prevent potential ad targeting.	You can also play games across Apple devices, including the iPhone, iPad, Apple TV, and a Mac computer, and games will be available for offline play.
0	39	43	In addition to the new Channels service for the Apple TV, there’s now also a Plus package for original programming.	Famous people forced everyone to participate in a light ASMR.
0	7	39	Apple is adding magazines to the Apple News lineup with Apple News Plus.	In addition to the new Channels service for the Apple TV, there’s now also a Plus package for original programming.
0	8	6	The $9.99 monthly subscription is available today in the US and Canada, and the price covers family sharing.	Here’s a recap of the biggest announcements from today’s event.
0	16	46	Apple is following Amazon’s footsteps into the credit card scene with the new Apple Card.	There will be original programming that includes documentaries about immigrant life in America, science fiction about a world where inhabitants are blind, and children’s programming featuring Sesame Street characters.
0	13	11	At launch, subscribers can access up to 300 magazines.	Underneath the cover, highlighted stories are listed with blurbs, and the service recommends stories you might like even if they’re from magazines that you don’t typically read.
0	24	6	The card should be accepted wherever Mastercard is.	Here’s a recap of the biggest announcements from today’s event.
0	5	22	Interestingly enough, many of the products announced today did not receive a live onstage demo, and most will be available much later this year.	Details on what you’ve purchased are also stored locally to, again, prevent potential ad targeting.
0	38	48	Support will expand to more than 100 countries, but the company did not specify a regional launch timeline.	I guess we’ll see more trailers in the fall.
1	3	4	Today’s keynote also brought a new business venture for Apple with a new credit card service.	All of the above services highlight privacy as Apple’s key differentiator, with each product noting that there will no ads, and your consumption behavior will never be shared with marketers.
0	22	24	Details on what you’ve purchased are also stored locally to, again, prevent potential ad targeting.	The card should be accepted wherever Mastercard is.
0	14	7	Other digital and traditional news partners are part of the service as well, including The Wall Street Journal and Los Angeles Times.	Apple is adding magazines to the Apple News lineup with Apple News Plus.
0	46	31	There will be original programming that includes documentaries about immigrant life in America, science fiction about a world where inhabitants are blind, and children’s programming featuring Sesame Street characters.	The company did not disclose the subscription fee, but it says that it will include access to more than 100 games that are exclusive to iOS.
0	29	46	The iPhone was never high on the list of what you’d consider a traditional gaming device, but it’s hoping to change that with the new Apple Arcade gaming subscription service.	There will be original programming that includes documentaries about immigrant life in America, science fiction about a world where inhabitants are blind, and children’s programming featuring Sesame Street characters.
0	19	38	The card also generates new security codes each time you make a purchase.	Support will expand to more than 100 countries, but the company did not specify a regional launch timeline.
0	4	33	All of the above services highlight privacy as Apple’s key differentiator, with each product noting that there will no ads, and your consumption behavior will never be shared with marketers.	The new Apple TV update will now include a focus on channels like HBO, PBS, CBS, Acorn TV, and Tastemade without punting users to a third-party app.
0	48	46	I guess we’ll see more trailers in the fall.	There will be original programming that includes documentaries about immigrant life in America, science fiction about a world where inhabitants are blind, and children’s programming featuring Sesame Street characters.
0	3	17	Today’s keynote also brought a new business venture for Apple with a new credit card service.	Unlike traditional applications, you can apply directly on the iPhone and, once approved, the card is stored digitally on the Wallet app where you can view your statements, balance, and payment due dates.
0	2	5	Today brings Apple subscriptions across news, television, and video games just a week after Google unveiled the Google Stadia at the Game Developers Conference.	Interestingly enough, many of the products announced today did not receive a live onstage demo, and most will be available much later this year.
0	2	9	Today brings Apple subscriptions across news, television, and video games just a week after Google unveiled the Google Stadia at the Game Developers Conference.	The first month is free.
0	25	47	Apple will also offer a physical titanium card for real-life uses or when you’re traveling, but rewards for those purchases are 1 percent cash back.	Oprah will have two documentaries highlighting workplace harassment and mental health.
0	36	12	The Apple TV app will receive an update for Channels this May.	You can also browse through magazines you subscribe to, and new issues are automatically downloaded for offline reading when they are released.
